,humanGEMID,abbreviation,description,formula,subsystem,ecnumber,keggId,keggorthology,cog,seed,metanetx,MetaboliteMatch,Id
1766,HMR_8265,FUCASE2ly,"""Alpha-Fucosidase, Lysosomal""","""h2o[l] + ksi[l] -> fuc_L[l] + ksi_deg1[l] """,keratan_sulfate_degradation,"""nan""",,,,,MNXR99685,0,bio/HMR_8265
1767,HMR_7580,FUCASEe,"""Alpha-Fucosidase, Extracellular""","""h2o[e] + s2l2fn2m2masn[e] -> fuc_L[e] + s2l2n2m2masn[e] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_7580
1768,HMR_7582,FUCASEe,"""Alpha-Fucosidase, Extracellular""","""h2o[e] + s2l2fn2m2masn[e] -> fuc_L[e] + s2l2n2m2masn[e] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_7582
1769,HMR_8873,FUCASEe,"""Alpha-Fucosidase, Extracellular""","""h2o[e] + s2l2fn2m2masn[e] -> fuc_L[e] + s2l2n2m2masn[e] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_8873
1770,HMR_8874,FUCASEe,"""Alpha-Fucosidase, Extracellular""","""h2o[e] + s2l2fn2m2masn[e] -> fuc_L[e] + s2l2n2m2masn[e] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_8874
1771,HMR_7580,FUCASEly,"""Alpha-Fucosidase, Lysosomal""","""h2o[l] + s2l2fn2m2masn[l] -> fuc_L[l] + s2l2n2m2masn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_7580
1772,HMR_7582,FUCASEly,"""Alpha-Fucosidase, Lysosomal""","""h2o[l] + s2l2fn2m2masn[l] -> fuc_L[l] + s2l2n2m2masn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_7582
1773,HMR_8873,FUCASEly,"""Alpha-Fucosidase, Lysosomal""","""h2o[l] + s2l2fn2m2masn[l] -> fuc_L[l] + s2l2n2m2masn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_8873
1774,HMR_8874,FUCASEly,"""Alpha-Fucosidase, Lysosomal""","""h2o[l] + s2l2fn2m2masn[l] -> fuc_L[l] + s2l2n2m2masn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR99684,0,bio/HMR_8874
1775,HMR_8321,FUCFUC12GAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[e] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99686,0,bio/HMR_8321
1776,HMR_8320,FUCFUC12GAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[e] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99686,0,bio/HMR_8320
1777,FUCFUC12GAL14ACGLCGALGLUSIDEte,FUCFUC12GAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[e] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99686,0,bio/FUCFUC12GAL14ACGLCGALGLUSIDEte
1778,FUCFUC12GAL14ACGLCGALGLUSIDEtg,FUCFUC12GAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[e] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99686,0,bio/FUCFUC12GAL14ACGLCGALGLUSIDEtg
1779,HMR_8321,FUCFUC12GAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[g] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99686,0,bio/HMR_8321
1780,HMR_8320,FUCFUC12GAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[g] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99686,0,bio/HMR_8320
1781,FUCFUC12GAL14ACGLCGALGLUSIDEte,FUCFUC12GAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[g] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99686,0,bio/FUCFUC12GAL14ACGLCGALGLUSIDEte
1782,FUCFUC12GAL14ACGLCGALGLUSIDEtg,FUCFUC12GAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfuc12gal14acglcgalgluside_hs[g] <=> fucfuc12gal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99686,0,bio/FUCFUC12GAL14ACGLCGALGLUSIDEtg
1783,,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfuc132galacglcgal14acglcgalgluside_hs[e] <=> fucfuc132galacglcgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99688,0,bio/FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte
1784,,FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfuc132galacglcgal14acglcgalgluside_hs[g] <=> fucfuc132galacglcgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99688,0,bio/FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg
1785,,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e] <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99690,0,bio/FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte
1786,,FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99690,0,bio/FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg
1787,HMR_8313,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucfucgalacglcgal14acglcgalgluside_hs[e] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99692,0,bio/HMR_8313
1788,HMR_8312,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucfucgalacglcgal14acglcgalgluside_hs[e] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99692,0,bio/HMR_8312
1789,HMR_8313,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucfucgalacglcgal14acglcgalgluside_hs[g] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99692,0,bio/HMR_8313
1790,HMR_8312,FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucfucgalacglcgal14acglcgalgluside_hs[g] <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99692,0,bio/HMR_8312
1791,HMR_8311,FUCFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[e] <=> fucfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99694,0,bio/HMR_8311
1792,HMR_8310,FUCFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[e] <=> fucfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99694,0,bio/HMR_8310
1793,FUCFUCGALACGLCGALGLUSIDEte,FUCFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[e] <=> fucfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99694,0,bio/FUCFUCGALACGLCGALGLUSIDEte
1794,FUCFUCGALACGLCGALGLUSIDEtg,FUCFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[e] <=> fucfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99694,0,bio/FUCFUCGALACGLCGALGLUSIDEtg
1795,HMR_8311,FUCFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[g] <=> fucfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99694,0,bio/HMR_8311
1796,HMR_8310,FUCFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[g] <=> fucfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99694,0,bio/HMR_8310
1797,FUCFUCGALACGLCGALGLUSIDEte,FUCFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[g] <=> fucfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99694,0,bio/FUCFUCGALACGLCGALGLUSIDEte
1798,FUCFUCGALACGLCGALGLUSIDEtg,FUCFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucfucgalacglcgalgluside_hs[g] <=> fucfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99694,0,bio/FUCFUCGALACGLCGALGLUSIDEtg
1799,HMR_8315,FUCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucgal14acglcgalgluside_hs[e] <=> fucgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99696,0,bio/HMR_8315
1800,HMR_8314,FUCGAL14ACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucgal14acglcgalgluside_hs[e] <=> fucgal14acglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99696,0,bio/HMR_8314
1801,HMR_8315,FUCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucgal14acglcgalgluside_hs[g] <=> fucgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99696,0,bio/HMR_8315
1802,HMR_8314,FUCGAL14ACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucgal14acglcgalgluside_hs[g] <=> fucgal14acglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99696,0,bio/HMR_8314
1803,HMR_8324,FUCGALFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucgalfucgalacglcgalgluside_hs[e] <=> fucgalfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99698,0,bio/HMR_8324
1804,HMR_8323,FUCGALFUCGALACGLCGALGLUSIDEte,"""Blood Group Intracellular Transport""","""fucgalfucgalacglcgalgluside_hs[e] <=> fucgalfucgalacglcgalgluside_hs[c] """,transport_extracellular,"""nan""",,,,,MNXR99698,0,bio/HMR_8323
1805,HMR_8324,FUCGALFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucgalfucgalacglcgalgluside_hs[g] <=> fucgalfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99698,0,bio/HMR_8324
1806,HMR_8323,FUCGALFUCGALACGLCGALGLUSIDEtg,"""Blood Group Intracellular Transport""","""fucgalfucgalacglcgalgluside_hs[g] <=> fucgalfucgalacglcgalgluside_hs[c] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99698,0,bio/HMR_8323
1807,HMR_8270,FUCGALGBSIDEte,"""Transport of Fucosyl Galactosylgloboside""","""fucgalgbside_hs[c] <=> fucgalgbside_hs[e] """,transport_extracellular,"""nan""",,,,,MNXR99700,0,bio/HMR_8270
1808,HMR_8269,FUCGALGBSIDEte,"""Transport of Fucosyl Galactosylgloboside""","""fucgalgbside_hs[c] <=> fucgalgbside_hs[e] """,transport_extracellular,"""nan""",,,,,MNXR99700,0,bio/HMR_8269
1809,HMR_8270,FUCGALGBSIDEtg,"""Transport of Fucosyl Galactosylgloboside, Golgi Apparatus""","""fucgalgbside_hs[c] <=> fucgalgbside_hs[g] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99700,0,bio/HMR_8270
1810,HMR_8269,FUCGALGBSIDEtg,"""Transport of Fucosyl Galactosylgloboside, Golgi Apparatus""","""fucgalgbside_hs[c] <=> fucgalgbside_hs[g] """,transport_golgi_apparatus,"""nan""",,,,,MNXR99700,0,bio/HMR_8269
1811,HMR_8223,FUCtly,"""L-Fucose Efflux from Lysosome""","""fuc_L[l] -> fuc_L[c] """,transport_lysosomal,"""nan""",,,,,MNXR99704,0,bio/HMR_8223
1812,HMR_6778,FUMAC,"""Fumarylacetoacetase""","""4fumacac[c] + h2o[c] -> acac[c] + fum[c] + h[c] """,tyrosine_metabolism,"""3.7.1.2""",R01364,K01555 K16171,COG0179,,MNXR99706,bio/CHEMBL503160,bio/HMR_6778
1813,HMR_8875,FUMAC,"""Fumarylacetoacetase""","""4fumacac[c] + h2o[c] -> acac[c] + fum[c] + h[c] """,tyrosine_metabolism,"""3.7.1.2""",R01364,K01555 K16171,COG0179,,MNXR99706,bio/CHEMBL503160,bio/HMR_8875
1814,HMR_4408,FUMm,"""Fumarase, Mitochondrial""","""fum[m] + h2o[m] <=> mal_L[m] """,citric_acid_cycle,"""4.2.1.2""",R01082,,,,MNXR99705,bio/CHEMBL503160,bio/HMR_4408
1815,HMR_4410,FUMm,"""Fumarase, Mitochondrial""","""fum[m] + h2o[m] <=> mal_L[m] """,citric_acid_cycle,"""4.2.1.2""",R01082,,,,MNXR99705,bio/CHEMBL503160,bio/HMR_4410
1816,HMR_8222,FUMm,"""Fumarase, Mitochondrial""","""fum[m] + h2o[m] <=> mal_L[m] """,citric_acid_cycle,"""4.2.1.2""",R01082,,,,MNXR99705,bio/CHEMBL503160,bio/HMR_8222
1817,,FUMSO3tm,"""Fumarate:Sulfite Antiport, Mitochondrial""","""fum[c] + so3[m] <=> fum[m] + so3[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99708,bio/CHEMBL503160,bio/FUMSO3tm
1818,,FUMSO4tm,"""Fumarate:Sulfate Antiport, Mitochondrial""","""fum[c] + so4[m] <=> fum[m] + so4[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99709,bio/CHEMBL503160,bio/FUMSO4tm
1819,HMR_3971,FUMtm,"""Fumarate Transport, Mitochondrial""","""fum[c] + pi[m] <=> fum[m] + pi[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99716,bio/CHEMBL503160,bio/HMR_3971
1820,HMR_8741,FUMtm,"""Fumarate Transport, Mitochondrial""","""fum[c] + pi[m] <=> fum[m] + pi[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99716,bio/CHEMBL503160,bio/HMR_8741
1821,HMR_6521,FUMTSULtm,"""Fumarate:Thiosulfate Antiport, Mitochondrial""","""fum[c] + tsul[m] <=> fum[m] + tsul[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99710,bio/CHEMBL503160,bio/HMR_6521
1822,HMR_8742,FUMTSULtm,"""Fumarate:Thiosulfate Antiport, Mitochondrial""","""fum[c] + tsul[m] <=> fum[m] + tsul[c] """,transport_mitochondrial,"""nan""",,,,,MNXR99710,bio/CHEMBL503160,bio/HMR_8742
1823,,FUT11g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galgbside_hs[g] + gdpfuc[g] -> fucgalgbside_hs[g] + gdp[g] + h[g] """,sphingolipid_metabolism,"""nan""",,,,,MNXR99719,0,bio/FUT11g
1824,,FUT12g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacglcgalgluside_hs[g] + gdpfuc[g] -> fucgalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""2.4.1.69""",,,,,MNXR99721,0,bio/FUT12g
1825,HMR_8221,FUT14g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""gal14acglcgalgluside_hs[g] + gdpfuc[g] -> fuc12gal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99723,0,bio/HMR_8221
1826,HMR_8262,FUT15g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacgalfuc12gal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucgalacgalfuc12gal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99725,0,bio/HMR_8262
1827,HMR_8280,FUT16g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99727,0,bio/HMR_8280
1828,HMR_8286,FUT17g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99729,0,bio/HMR_8286
1829,HMR_8291,FUT18g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdpfuc[g] -> fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdp[g] + 2.0 h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99731,0,bio/HMR_8291
1830,FUT18g,FUT18g,"""Galactoside 2-Alpha-L-Fucosyltransferase 1""","""galacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdpfuc[g] -> fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 gdp[g] + 2.0 h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99731,0,bio/FUT18g
1831,,FUT31g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""galacglcgalgluside_hs[g] + gdpfuc[g] -> fuc14galacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""2.4.1.65""",,,,,,0,bio/FUT31g
1832,,FUT32g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""acngalacglcgalgluside_hs[g] + gdpfuc[g] -> fucacngalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99735,0,bio/FUT32g
1833,,FUT33g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""acgalfucgalacglcgalgluside_hs[g] + gdpfuc[g] -> fucacgalfucgalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99737,0,bio/FUT33g
1834,HMR_8319,FUT34g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""fucgalacglcgalgluside_hs[g] + gdpfuc[g] -> fucfucgalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99739,0,bio/HMR_8319
1835,FUT34g,FUT34g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""fucgalacglcgalgluside_hs[g] + gdpfuc[g] -> fucfucgalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99739,0,bio/FUT34g
1836,HMR_8264,FUT35g,"""Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1""","""galfucgalacglcgalgluside_hs[g] + gdpfuc[g] -> fucgalfucgalacglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99741,0,bio/HMR_8264
1837,HMR_8271,FUT910g,"""Alpha- (1, 3)-Fucosyltransferase""","""fucgalacglc13galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99743,0,bio/HMR_8271
1838,HMR_8268,FUT911g,"""Alpha- (1, 3)-Fucosyltransferase""","""fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99745,0,bio/HMR_8268
1839,HMR_8308,FUT91g,"""Alpha- (1, 3)-Fucosyltransferase""","""gal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99747,0,bio/HMR_8308
1840,HMR_8309,FUT92g,"""Alpha- (1, 3)-Fucosyltransferase""","""acngal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucacngal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99749,0,bio/HMR_8309
1841,HMR_8322,FUT93g,"""Alpha- (1, 3)-Fucosyltransferase""","""fuc12gal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfuc12gal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99751,0,bio/HMR_8322
1842,FUT93g,FUT93g,"""Alpha- (1, 3)-Fucosyltransferase""","""fuc12gal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfuc12gal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99751,0,bio/FUT93g
1843,HMR_8326,FUT94g,"""Alpha- (1, 3)-Fucosyltransferase""","""fucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99753,0,bio/HMR_8326
1844,HMR_8287,FUT95g,"""Alpha- (1, 3)-Fucosyltransferase""","""fucfucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfucfucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99755,0,bio/HMR_8287
1845,HMR_8330,FUT96g,"""Alpha- (1, 3)-Fucosyltransferase""","""galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fuc132galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99757,0,bio/HMR_8330
1846,HMR_8331,FUT97g,"""Alpha- (1, 3)-Fucosyltransferase""","""fuc132galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucfuc132galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99759,0,bio/HMR_8331
1847,HMR_8332,FUT98g,"""Alpha- (1, 3)-Fucosyltransferase""","""galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fuc13galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99761,0,bio/HMR_8332
1848,HMR_8333,FUT99g,"""Alpha- (1, 3)-Fucosyltransferase""","""galacglc13galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g] -> fucgalacglc13galacglcgal14acglcgalgluside_hs[g] + gdp[g] + h[g] """,blood_group_synthesis,"""nan""",,,,,MNXR99763,0,bio/HMR_8333
1849,,G12MT1_L,"""Glycolipid 1, 2-Alpha-D-Mannosyltransferase (Liver)""","""gdpmann[c] + 0.1 m2mpdol_L[c] -> gdp[c] + h[c] + 0.1 m3mpdol_L[c] """,n-glycan_synthesis,"""2.4.1.131""",,,,,,0,bio/G12MT1_L
1850,,G12MT1_U,"""Glycolipid 1, 2-Alpha-D-Mannosyltransferase (Uterus)""","""gdpmann[c] + 0.1 m2mpdol_U[c] -> gdp[c] + h[c] + 0.1 m3mpdol_U[c] """,n-glycan_synthesis,"""2.4.1.131""",,,,,,0,bio/G12MT1_U
1851,,G12MT2_L,"""Glycolipid 1, 2-Alpha-D-Mannosyltransferase (Liver)""","""gdpmann[c] + 0.1 m3mpdol_L[c] -> gdp[c] + h[c] + 0.1 m4mpdol_L[c] """,n-glycan_synthesis,"""2.4.1.131""",,,,,,0,bio/G12MT2_L
1852,,G12MT2_U,"""Glycolipid 1, 2-Alpha-D-Mannosyltransferase (Uterus)""","""gdpmann[c] + 0.1 m3mpdol_U[c] -> gdp[c] + h[c] + 0.1 m4mpdol_U[c] """,n-glycan_synthesis,"""2.4.1.131""",,,,,,0,bio/G12MT2_U
1853,,G13MT_L,"""Glycolipid 1, 3-Alpha-D-Mannosyltransferase (Liver)""","""gdpmann[c] + 0.1 mpdol_L[c] -> gdp[c] + h[c] + 0.1 m1mpdol_L[c] """,n-glycan_synthesis,"""2.4.1.132""",,,,,,0,bio/G13MT_L
1854,,G13MT_U,"""Glycolipid 1, 3-Alpha-D-Mannosyltransferase (Uterus)""","""gdpmann[c] + 0.1 mpdol_U[c] -> gdp[c] + h[c] + 0.1 m1mpdol_U[c] """,n-glycan_synthesis,"""2.4.1.132""",,,,,,0,bio/G13MT_U
1855,,G14T10g,"""Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi""","""ksi_pre14[g] + udpgal[g] -> h[g] + ksi_pre15[g] + udp[g] """,keratan_sulfate_synthesis,"""2.4.1.38""",,,,,,0,bio/G14T10g
1856,,G14T11g,"""Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi""","""ksi_pre17[g] + udpgal[g] -> h[g] + ksi_pre18[g] + udp[g] """,keratan_sulfate_synthesis,"""2.4.1.38""",,,,,,0,bio/G14T11g
1857,,G14T12g,"""Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi""","""ksi_pre20[g] + udpgal[g] -> h[g] + ksi_pre21[g] + udp[g] """,keratan_sulfate_synthesis,"""2.4.1.38""",,,,,,0,bio/G14T12g
1858,,G14T13g,"""Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi""","""ksi_pre23[g] + udpgal[g] -> h[g] + ksi_pre24[g] + udp[g] """,keratan_sulfate_synthesis,"""2.4.1.38""",,,,,,0,bio/G14T13g
1859,,G14T14g,"""Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi""","""ksi_pre26[g] + udpgal[g] -> h[g] + ksi_pre27[g] + udp[g] """,keratan_sulfate_synthesis,"""2.4.1.38""",,,,,,0,bio/G14T14g
